locus NW_006803924.1:1004515
23 0
24 0
locus NW_006803944.1:8912243
9 0
16 0
13 0
6 0
11 0
27 0
8 0
8 0
8 0
5 0
5 0
9 0
12 0
locus NW_006803945.1:782285
7 0
20 0
10 0
9 0
7 0
34 0
14 0
13 0
16 0
4 0
5 0
13 0
12 0
locus NW_006803945.1:1026658
12 1
9 0
18 0
9 0
8 0
24 0
4 0
13 0
9 0
4 0
4 0
10 0
18 0
locus NW_006803945.1:2816637
7 0
12 0
20 0
7 0
6 0
15 0
8 1
20 0
11 0
7 0
5 1
4 1
6 0
locus NW_006803945.1:5283289
14 0
8 0
15 0
9 0
12 0
37 0
9 0
15 0
12 0
0 6
5 0
12 0
0 8
locus NW_006803945.1:7147335
13 0
14 0
23 0
4 0
11 0
19 0
17 0
14 0
9 0
10 0
6 1
6 0
17 0
locus NW_006803946.1:5623377
10 0
14 0
14 0
14 0
13 0
25 0
13 0
8 0
6 0
5 0
5 0
12 0
8 0
locus NW_006803946.1:6708946
0 22
7 7
0 11
0 6
8 7
0 26
0 11
0 17
1 8
4 0
0 4
6 5
0 11
locus NW_006803946.1:7744670
8 0
10 0
12 0
8 0
10 0
16 0
9 0
10 0
8 0
3 1
5 0
7 0
6 0
locus NW_006803946.1:8174809
9 0
19 0
23 0
7 0
10 0
23 0
11 0
12 0
12 0
5 0
4 0
10 0
6 0
locus NW_006803947.1:2931116
21 0
41 0
25 0
6 0
15 0
18 0
11 0
26 0
24 0
4 0
6 0
10 0
15 0
locus NW_006803947.1:3518201
7 0
14 0
11 0
6 0
10 0
26 0
9 0
14 0
23 1
4 0
6 0
11 0
9 0
locus NW_006803947.1:4707373
14 0
16 0
8 0
7 0
9 0
26 0
6 0
7 0
22 0
5 0
5 0
6 0
6 0
locus NW_006803947.1:8060221
7 0
16 0
20 0
6 0
9 1
25 0
16 0
13 0
12 0
5 0
5 0
10 0
10 0
locus NW_006803948.1:405208
14 0
21 0
35 0
8 0
6 0
31 0
10 0
18 0
11 0
4 0
4 0
6 1
8 0
locus NW_006803948.1:491389
13 0
6 0
25 0
1 6
6 0
24 0
7 0
13 0
12 0
4 0
5 0
5 0
8 0
locus NW_006803948.1:2091159
0 18
10 0
0 20
0 8
0 10
0 22
0 8
0 7
12 0
0 6
0 10
13 0
0 10
locus NW_006803948.1:2748950
5 0
13 0
6 0
6 0
15 0
15 0
12 0
17 0
7 0
4 0
7 0
7 0
11 0
locus NW_006803948.1:3194833
15 0
18 0
14 0
13 0
11 0
31 0
4 0
14 0
19 0
6 0
5 0
9 0
8 0
locus NW_006803948.1:4014459
5 0
25 0
21 0
7 0
6 0
16 0
10 0
11 0
8 0
4 0
5 0
12 0
12 0
locus NW_006803948.1:4100206
9 0
13 0
12 0
5 0
8 0
16 0
9 0
12 0
6 0
7 0
9 0
6 0
8 0
locus NW_006803948.1:4168385
6 0
16 0
10 0
11 0
5 0
15 0
1 7
13 0
9 0
5 0
5 0
8 0
10 0
locus NW_006803948.1:4523406
13 1
12 0
10 0
4 0
13 0
16 0
5 0
17 0
18 0
4 0
6 0
7 0
4 0
locus NW_006803948.1:6021632
10 0
20 0
12 0
8 0
12 0
24 0
5 0
21 1
14 0
5 0
6 0
8 0
5 0
locus NW_006803948.1:6557400
10 0
12 0
13 0
8 0
5 0
16 0
7 0
10 0
9 0
4 0
4 0
6 0
5 0
locus NW_006803949.1:2534809
5 7
8 8
17 0
5 0
4 1
5 10
0 10
6 8
7 0
4 0
5 0
16 0
7 0
locus NW_006803949.1:3228281
14 0
27 0
17 0
5 1
7 0
39 0
7 0
6 0
19 0
4 0
5 0
19 0
24 0
locus NW_006803949.1:3403155
8 0
10 0
16 0
7 0
21 0
15 0
8 0
12 0
4 0
5 0
6 0
13 0
13 0
locus NW_006803949.1:3449229
10 0
11 0
18 0
7 0
8 0
21 0
4 0
10 0
12 0
4 0
5 0
1 9
8 0
locus NW_006803949.1:4125487
8 0
16 0
17 0
6 0
8 0
25 0
5 0
24 1
5 0
5 0
4 0
6 0
10 0
locus NW_006803950.1:447481
10 0
6 0
13 0
5 0
15 0
21 0
7 0
19 0
0 12
4 0
4 0
7 0
7 0
locus NW_006803950.1:1995508
13 0
10 0
7 0
9 1
5 0
8 0
4 1
14 0
14 0
6 0
7 0
16 0
14 0
locus NW_006803951.1:1060523
3 3
12 0
14 0
0 5
0 8
3 4
3 4
0 11
10 0
9 0
0 7
6 0
6 0
locus NW_006803951.1:3356247
12 0
22 0
16 0
5 0
8 0
24 0
7 0
22 0
10 0
4 0
4 0
6 0
10 0
locus NW_006803951.1:3912476
10 0
16 0
20 0
11 0
10 0
24 0
6 0
14 1
15 0
4 0
4 0
14 0
11 0
locus NW_006803951.1:4071589
7 0
0 17
13 0
6 0
12 0
20 0
6 0
16 0
13 0
4 0
4 0
0 5
7 0
locus NW_006803951.1:4784567
13 0
30 0
8 0
5 0
16 0
22 0
4 0
22 0
7 0
6 0
8 0
14 0
11 0
locus NW_006803951.1:6975810
5 0
11 0
12 5
3 6
8 0
8 10
15 0
11 0
9 0
6 0
4 0
6 0
8 0
locus NW_006803951.1:7963139
12 0
20 0
13 0
11 0
7 0
19 0
5 0
22 0
15 0
6 0
4 0
14 0
9 0
locus NW_006803953.1:1871085
10 0
11 0
19 0
9 0
6 0
14 0
14 0
9 0
15 0
9 0
5 0
20 0
12 0
locus NW_006803953.1:2828387
12 0
12 0
14 0
7 0
18 0
19 0
9 0
20 0
14 0
4 0
10 0
10 0
11 0
locus NW_006803953.1:4689243
11 0
18 0
25 0
4 0
9 0
29 2
7 6
14 0
14 0
5 0
5 0
8 0
15 0
locus NW_006803953.1:6400164
0 10
8 0
5 2
0 8
4 6
0 17
0 7
0 10
15 0
0 4
0 4
8 0
0 7
locus NW_006803953.1:6791496
11 0
21 0
13 0
7 0
9 0
28 0
9 0
18 0
9 0
8 0
6 1
4 0
5 0
locus NW_006803953.1:7788811
11 0
24 0
13 0
7 0
6 0
21 0
4 0
13 0
14 0
7 0
4 0
4 0
6 0
locus NW_006803954.1:738164
0 14
9 0
0 20
0 5
0 12
0 13
1 7
0 9
15 0
0 5
0 4
16 0
0 16
locus NW_006803954.1:744343
9 0
10 0
13 0
5 0
7 0
23 0
6 0
13 0
12 0
9 0
4 0
12 0
13 0
locus NW_006803954.1:2190196
12 0
15 0
12 0
5 0
13 0
17 0
5 0
5 0
5 0
4 0
4 0
8 0
0 10
locus NW_006803954.1:5510902
0 9
9 0
1 24
0 10
0 10
14 17
4 4
0 16
11 0
0 4
0 4
11 0
0 14
locus NW_006803954.1:5819615
7 0
13 0
15 0
8 0
6 0
34 0
10 0
20 0
8 0
5 0
4 1
11 0
12 0
locus NW_006803955.1:1390888
13 1
15 0
18 0
12 0
9 0
20 0
7 0
14 0
7 0
4 0
8 0
12 0
9 0
locus NW_006803955.1:3012195
18 0
14 0
8 0
4 0
13 0
26 0
8 0
23 0
12 0
4 0
3 2
12 0
9 0
locus NW_006803955.1:3263692
9 0
13 0
7 0
6 0
7 0
21 0
8 0
22 0
5 0
4 0
5 0
9 0
7 0
locus NW_006803955.1:5880020
7 0
4 0
9 0
14 0
8 0
26 0
6 0
13 0
12 0
4 0
8 0
13 0
9 0
locus NW_006803956.1:1720985
4 0
12 0
24 0
7 0
14 0
29 0
15 0
16 0
22 0
7 0
5 0
18 0
8 0
locus NW_006803956.1:1966093
10 0
15 0
18 0
12 0
11 0
36 0
13 0
13 0
13 0
5 0
5 0
15 0
10 0
locus NW_006803956.1:3167603
5 1
4 1
12 0
4 0
6 0
25 0
9 0
15 0
11 0
6 0
8 0
9 0
6 0
locus NW_006803956.1:4861231
5 0
12 0
10 0
7 0
5 0
15 0
6 0
16 0
10 0
4 0
4 0
19 0
12 0
locus NW_006803956.1:5034514
8 0
25 0
12 0
11 0
7 0
15 0
4 0
5 0
14 0
5 0
5 0
7 0
9 0
locus NW_006803956.1:5654651
4 0
23 0
17 0
4 0
9 0
10 0
16 0
5 0
8 0
5 0
7 0
9 0
9 0
locus NW_006803956.1:6729856
12 0
9 0
21 0
7 0
10 0
30 0
12 0
11 0
15 0
6 0
4 0
10 0
9 0
locus NW_006803957.1:890253
16 0
11 0
17 0
11 0
4 0
28 0
4 0
12 0
22 0
6 0
5 0
6 0
7 0
locus NW_006803957.1:932091
8 0
9 0
15 0
4 0
7 1
15 0
5 0
14 0
9 0
6 0
4 0
7 0
14 0
locus NW_006803957.1:7720599
12 0
16 23
35 0
14 0
16 0
29 0
12 0
21 0
25 0
7 0
6 0
9 14
20 0
locus NW_006803958.1:1660691
0 9
16 1
0 16
0 4
0 5
0 25
0 10
0 12
11 0
0 5
0 5
12 0
0 10
locus NW_006803958.1:6851642
0 7
17 0
0 11
0 7
0 11
0 20
0 8
0 12
23 0
0 4
0 7
5 0
0 7
locus NW_006803958.1:6884532
15 0
14 0
12 0
12 0
8 0
24 0
8 0
13 0
9 0
3 1
5 0
15 0
10 0
locus NW_006803959.1:2281783
9 0
20 0
19 0
7 0
8 0
26 0
7 0
11 0
8 0
5 0
4 0
14 0
10 0
locus NW_006803959.1:4005347
14 1
15 0
14 0
5 0
5 0
18 0
10 0
16 0
9 0
9 0
5 0
15 0
14 0
locus NW_006803959.1:5132279
22 0
23 0
20 0
11 0
17 0
32 0
7 0
11 0
14 0
5 0
7 0
12 0
9 0
locus NW_006803959.1:6312462
5 0
13 0
20 0
4 0
9 0
14 0
11 0
11 0
12 0
8 0
7 0
11 0
14 0
locus NW_006803959.1:6607793
18 0
12 0
18 0
7 0
11 0
25 0
12 0
15 0
15 0
6 0
7 0
22 0
11 0
locus NW_006803960.1:1389309
0 15
8 0
10 0
5 0
4 0
25 0
8 0
19 0
10 0
5 0
8 0
9 0
5 0
locus NW_006803961.1:45381
13 0
17 0
10 1
9 0
7 0
15 0
11 0
16 0
8 0
5 0
4 0
9 0
4 0
locus NW_006803961.1:2259552
17 0
11 0
17 0
5 0
10 0
19 0
12 0
8 1
8 0
4 0
4 0
10 0
8 0
locus NW_006803961.1:3913807
6 0
15 0
16 0
6 0
11 0
11 7
9 0
0 8
9 0
6 0
5 0
13 0
16 0
locus NW_006803961.1:5683904
5 1
21 0
21 0
6 0
6 0
14 0
5 1
12 0
6 0
6 0
1 3
12 0
19 0
locus NW_006803961.1:6364443
0 10
12 0
3 11
0 10
0 9
0 24
0 4
6 10
7 0
4 0
0 4
6 0
16 0
locus NW_006803961.1:6406674
16 0
11 0
18 0
4 0
5 0
18 0
8 0
10 0
13 0
4 0
5 0
8 0
8 0
locus NW_006803961.1:6603229
10 1
14 1
21 0
9 0
7 0
35 0
9 0
12 0
13 0
5 0
5 0
8 0
8 0
locus NW_006803962.1:2388934
11 0
16 1
21 0
6 0
6 0
20 0
5 0
6 0
8 0
6 0
5 0
7 0
6 0
locus NW_006803962.1:4372160
0 11
23 0
1 20
0 6
3 2
0 16
10 2
0 12
4 0
5 0
2 2
16 0
9 0
locus NW_006803962.1:5520014
12 0
17 0
19 0
7 0
8 0
29 0
4 0
10 0
10 0
4 1
5 1
5 0
12 1
locus NW_006803962.1:5728733
7 0
10 0
12 0
7 0
9 0
17 0
4 0
16 0
10 0
6 0
5 0
9 0
11 0
locus NW_006803963.1:2327961
11 0
20 0
11 0
7 0
5 0
14 0
7 0
11 0
7 0
4 0
4 0
6 0
2 6
locus NW_006803963.1:3856286
0 9
16 0
0 21
0 9
0 6
0 14
0 5
0 17
10 1
4 0
0 4
10 0
8 5
locus NW_006803963.1:4900228
12 0
24 0
14 0
8 0
12 0
16 0
9 0
10 0
6 0
5 0
5 0
7 0
4 0
locus NW_006803963.1:5893911
8 0
12 0
15 0
6 0
5 0
10 0
12 0
19 0
9 0
0 4
6 0
15 0
7 7
locus NW_006803963.1:6213466
15 0
17 0
13 0
7 0
9 0
14 0
11 0
11 0
7 0
4 0
4 0
10 0
14 0
locus NW_006803963.1:6804789
14 1
16 0
16 0
6 0
8 0
15 0
5 0
11 0
13 0
4 0
4 0
11 0
6 0
locus NW_006803963.1:6965892
10 0
9 0
17 0
10 0
9 0
28 0
11 0
13 0
15 0
5 0
6 0
22 0
16 0
locus NW_006803964.1:668496
9 0
6 0
13 0
5 0
15 0
19 0
9 0
8 0
6 0
1 4
6 0
5 0
0 11
locus NW_006803964.1:764626
10 0
13 0
16 0
8 0
6 0
30 0
9 0
14 0
14 0
5 0
4 0
5 0
5 0
locus NW_006803964.1:3690492
13 0
10 0
21 0
7 0
13 0
21 0
8 0
14 0
7 0
4 2
5 0
7 0
8 0
locus NW_006803964.1:3735275
8 0
19 0
9 0
6 0
8 0
14 0
17 0
20 0
1 16
4 0
5 0
15 0
11 0
locus NW_006803964.1:6194959
4 0
9 0
10 0
6 0
13 0
17 0
9 0
14 0
9 0
6 0
5 0
7 0
8 0
locus NW_006803964.1:6786703
0 7
0 7
19 12
0 9
6 1
0 14
0 11
0 10
6 0
1 3
0 9
2 7
8 0
locus NW_006803965.1:1105914
12 0
10 0
11 0
5 0
8 0
19 0
14 1
14 0
28 0
4 0
7 0
11 0
6 0
locus NW_006803965.1:1904556
11 0
21 1
23 0
17 0
12 0
40 0
17 0
30 0
12 0
5 0
6 0
16 0
22 0
locus NW_006803965.1:6120364
8 0
14 0
18 0
6 0
8 0
29 0
16 0
14 0
11 0
12 0
6 0
8 0
13 0
locus NW_006803965.1:6225037
10 0
34 0
16 0
7 0
6 0
11 0
7 0
8 7
9 0
4 0
7 0
13 0
5 0
locus NW_006803966.1:1466216
9 0
11 0
23 0
14 0
11 0
24 0
7 0
12 0
14 0
0 5
6 0
15 0
1 10
locus NW_006803966.1:2972778
13 0
6 0
12 0
11 0
7 0
28 0
6 1
18 0
14 0
5 0
5 1
9 0
12 0
locus NW_006803966.1:6676054
10 0
10 0
8 0
8 0
9 0
23 0
7 0
17 0
11 0
8 0
5 0
4 0
6 0
locus NW_006803967.1:612801
15 0
16 0
13 0
8 0
7 0
21 0
12 0
14 0
0 14
6 0
13 0
9 0
9 0
locus NW_006803967.1:3116990
7 0
14 0
30 0
5 0
9 0
18 1
4 0
20 0
5 4
7 0
5 0
5 3
5 0
locus NW_006803967.1:3130141
4 0
9 0
18 0
7 0
9 0
20 0
12 0
16 0
11 0
4 0
5 0
10 1
11 0
locus NW_006803967.1:5764836
12 2
19 1
8 0
4 0
8 0
21 0
11 0
10 1
9 0
3 2
6 1
9 0
11 0
locus NW_006803968.1:312138
7 0
5 0
14 0
7 0
14 0
24 0
8 0
10 0
12 0
6 0
7 0
5 0
10 0
locus NW_006803968.1:1266727
27 0
24 0
17 0
6 0
9 0
31 0
11 0
17 0
9 0
10 0
5 0
8 0
19 0
locus NW_006803968.1:1378325
14 0
26 0
19 0
11 0
15 0
12 0
7 0
12 0
15 0
4 0
5 0
4 0
10 0
locus NW_006803968.1:2915831
18 0
14 0
14 0
7 0
5 0
27 0
6 0
14 0
8 0
6 0
5 1
5 0
12 0
locus NW_006803968.1:4209111
4 0
16 0
18 0
6 0
6 0
28 0
4 0
9 0
17 0
5 0
4 0
7 0
11 0
locus NW_006803968.1:4643087
0 4
8 0
0 8
0 5
5 1
5 8
0 6
0 4
8 0
5 0
0 5
5 0
9 0
locus NW_006803969.1:3630151
9 0
13 0
14 0
9 0
8 0
21 0
8 0
18 0
6 0
4 0
4 0
7 0
8 0
locus NW_006803969.1:3718419
15 0
28 0
19 0
5 0
12 0
16 0
10 0
9 1
10 0
10 0
3 1
14 0
6 0
locus NW_006803969.1:4447135
0 8
13 0
2 7
0 6
0 5
0 29
0 8
1 11
13 0
0 5
0 4
19 0
0 10
locus NW_006803969.1:5038108
10 0
12 0
16 0
10 0
18 0
16 0
9 1
12 0
10 0
5 0
6 0
6 0
11 0
locus NW_006803970.1:182556
9 0
16 0
33 0
4 0
8 0
22 0
6 0
19 0
9 0
4 0
8 0
8 0
15 0
locus NW_006803970.1:576179
4 0
19 0
16 0
8 0
6 0
19 0
7 0
15 0
18 1
9 0
7 0
13 0
11 0
locus NW_006803970.1:909710
15 0
12 1
15 0
4 0
13 0
34 0
12 0
16 0
12 0
5 0
5 0
12 0
13 0
locus NW_006803970.1:1723145
11 0
14 0
18 0
11 0
9 0
27 0
11 0
8 1
8 0
8 0
11 0
8 0
14 0
locus NW_006803970.1:4185590
9 0
9 0
15 1
8 0
6 0
11 0
5 0
10 0
14 0
4 0
7 0
17 0
11 0
locus NW_006803971.1:1878989
17 0
19 0
10 0
10 0
14 0
18 0
6 0
8 0
9 0
5 0
3 1
11 0
10 0
locus NW_006803971.1:2216373
11 0
15 0
13 0
4 0
8 0
15 0
8 0
13 0
7 0
10 0
4 0
21 0
15 0
locus NW_006803971.1:3686732
0 8
13 0
0 21
0 4
2 2
0 23
0 15
0 17
10 0
0 6
0 5
6 0
0 7
locus NW_006803971.1:4674388
6 0
19 0
14 0
11 0
13 0
18 0
8 0
23 0
17 0
4 0
6 0
7 0
5 0
locus NW_006803971.1:4959650
8 0
7 0
8 0
7 0
9 0
22 0
4 0
13 0
17 0
4 0
6 0
9 0
10 0
locus NW_006803971.1:5285019
6 0
9 0
8 0
6 0
16 0
27 0
7 0
13 0
15 0
7 0
4 0
6 0
12 0
locus NW_006803972.1:1833197
12 0
19 0
15 0
5 0
10 0
17 0
6 0
7 0
11 1
2 8
5 0
6 0
13 0
locus NW_006803972.1:4489137
8 0
8 0
16 0
4 0
5 0
9 0
7 0
9 0
15 0
4 0
5 0
10 0
7 0
locus NW_006803972.1:5796982
15 0
8 0
17 0
7 0
4 4
29 0
4 9
12 0
12 0
6 0
6 0
6 0
18 0
locus NW_006803972.1:6063247
16 0
17 0
8 0
4 0
17 0
25 0
9 0
20 0
17 0
4 0
6 0
13 0
25 0
locus NW_006803973.1:1349764
16 0
18 0
13 0
5 0
12 0
14 0
8 0
20 0
5 0
4 0
4 0
14 0
10 0
locus NW_006803973.1:5434676
9 0
19 0
18 0
11 0
8 0
16 0
5 0
11 0
12 0
4 0
4 0
8 0
8 1
locus NW_006803973.1:5882692
20 0
14 0
24 0
5 0
10 0
13 7
5 0
6 8
19 0
0 9
4 0
9 0
0 11
locus NW_006803974.1:4450925
14 0
18 1
20 0
7 0
7 0
30 0
7 0
15 0
11 0
4 0
5 0
10 0
7 0
locus NW_006803975.1:415049
18 0
18 0
14 1
5 0
17 0
34 0
11 0
12 0
16 0
4 0
10 0
13 0
12 0
locus NW_006803975.1:521780
32 9
52 5
67 16
29 5
30 9
85 15
13 4
66 18
27 1
7 0
3 4
18 2
24 8
locus NW_006803975.1:525617
12 0
22 0
22 0
8 0
17 0
44 0
13 0
27 0
16 0
5 1
7 0
13 0
13 0
locus NW_006803975.1:2892730
0 16
7 0
23 0
0 4
0 6
0 17
2 2
10 4
10 0
0 8
0 8
8 0
0 9
locus NW_006803975.1:3981141
12 0
17 0
20 0
12 0
10 0
33 0
13 0
10 0
17 0
8 1
9 0
5 0
9 0
locus NW_006803975.1:4989470
13 0
11 0
20 0
6 0
11 0
17 0
15 0
13 0
12 0
4 0
7 0
10 0
5 1
locus NW_006803975.1:6313016
5 0
14 0
11 0
4 0
4 0
24 0
12 0
16 0
15 0
6 0
5 0
4 0
6 0
locus NW_006803976.1:3667227
12 0
13 0
19 0
4 0
5 0
28 0
9 0
11 0
13 0
9 0
5 0
13 0
8 0
locus NW_006803976.1:5340358
5 0
10 0
17 0
9 0
12 0
23 0
6 0
17 0
14 0
4 0
10 0
7 0
8 0
locus NW_006803977.1:1180082
15 0
15 0
18 1
9 0
6 0
22 0
13 0
13 0
8 0
6 0
7 0
11 0
6 0
locus NW_006803977.1:6405459
21 0
21 0
10 0
8 0
17 0
23 0
12 0
14 0
8 0
4 0
5 0
10 0
14 0
locus NW_006803977.1:6429771
15 0
10 0
10 0
11 0
8 0
32 0
7 0
10 0
13 0
5 0
8 0
10 0
21 0
locus NW_006803977.1:6991346
0 20
10 0
0 14
0 9
0 14
9 12
0 10
0 9
10 1
0 5
0 5
12 0
16 0
locus NW_006803978.1:1166344
11 0
15 0
15 0
6 0
9 0
21 0
5 0
10 1
21 0
4 0
4 0
16 0
8 0
locus NW_006803978.1:1334215
0 10
16 0
0 16
2 4
0 11
0 20
0 11
0 10
11 0
0 4
0 7
12 0
0 9
locus NW_006803978.1:2387420
13 0
9 0
25 0
10 0
12 0
30 0
8 0
15 0
22 0
4 0
8 0
9 0
7 0
locus NW_006803979.1:550231
13 0
21 0
14 0
7 0
4 0
22 0
7 0
8 0
15 0
6 0
5 0
16 0
5 0
locus NW_006803979.1:1549015
8 0
10 0
14 0
6 0
13 0
26 0
9 0
15 0
27 0
8 0
8 0
5 0
11 0
locus NW_006803979.1:3148419
11 0
18 0
21 0
7 0
13 0
25 0
26 0
9 0
11 0
4 0
10 0
5 8
12 0
locus NW_006803979.1:3862231
11 0
20 0
13 0
6 0
17 0
22 0
12 0
12 0
23 0
9 0
5 0
8 0
4 0
locus NW_006803979.1:4559343
7 0
14 0
16 0
10 0
9 0
20 0
5 0
20 0
7 0
5 0
3 1
7 0
11 0
locus NW_006803979.1:4616964
17 0
16 0
15 0
6 0
8 0
20 0
5 0
9 0
21 0
0 5
4 0
5 0
1 4
locus NW_006803979.1:6334512
11 0
11 0
6 0
8 0
15 0
9 0
13 0
8 0
10 0
4 0
7 0
13 0
9 0
locus NW_006803980.1:2093732
11 0
19 0
14 0
6 0
7 0
34 0
6 0
11 0
9 0
6 0
9 0
16 0
5 0
locus NW_006803980.1:2321788
10 0
15 0
14 0
7 0
11 0
17 0
5 0
14 0
17 0
5 0
4 0
10 0
10 0
locus NW_006803980.1:2335461
10 0
11 0
13 0
4 0
6 0
19 0
9 0
16 0
8 0
4 1
2 2
16 0
9 0
locus NW_006803980.1:4463162
9 0
11 0
13 0
8 0
11 0
26 0
15 0
15 0
14 0
4 0
3 1
10 0
6 0
locus NW_006803981.1:1021660
13 0
13 0
23 0
9 0
6 0
17 0
12 0
15 0
12 0
5 0
6 0
14 0
4 0
locus NW_006803981.1:3026569
9 0
17 0
18 1
7 0
5 0
28 0
12 0
19 0
12 0
4 0
5 0
10 0
10 0
locus NW_006803981.1:3729844
13 0
25 0
15 0
7 0
10 0
26 0
7 0
8 0
17 0
6 0
6 0
7 0
14 0
locus NW_006803981.1:6017603
0 16
14 0
0 22
0 9
0 10
0 23
0 17
0 20
10 0
0 5
0 4
10 0
0 4
locus NW_006803981.1:6134407
12 0
15 0
17 0
4 0
9 0
19 0
5 0
10 0
14 0
4 0
4 0
10 0
10 0
locus NW_006803982.1:2570870
0 12
19 1
12 0
1 6
6 4
9 6
0 8
0 12
18 0
0 6
0 4
8 0
0 4
locus NW_006803982.1:3177554
18 0
12 0
24 0
5 0
9 0
24 0
12 0
7 0
11 0
5 0
4 0
9 0
7 0
locus NW_006803982.1:3198208
10 0
10 2
6 0
13 0
10 0
14 0
7 0
12 0
15 0
6 0
6 0
12 0
12 0
locus NW_006803982.1:3682651
9 0
13 0
12 0
6 0
7 0
20 0
13 0
12 0
12 0
4 0
4 0
15 0
13 0
locus NW_006803982.1:4438491
10 0
18 0
10 0
5 0
13 0
17 0
6 0
15 0
21 0
9 0
5 0
11 0
12 0
locus NW_006803982.1:5527610
18 0
7 0
17 0
6 0
10 0
9 0
8 0
11 0
8 0
4 0
10 0
16 2
5 0
locus NW_006803983.1:3489568
11 0
15 0
16 0
9 0
12 0
13 0
9 0
12 0
11 0
4 0
4 0
6 0
0 12
locus NW_006803983.1:3656431
12 0
9 0
19 0
11 0
13 1
14 0
6 0
16 0
8 0
12 0
4 0
14 0
16 0
locus NW_006803983.1:4488507
7 0
23 0
13 0
6 0
4 0
24 0
8 0
17 0
7 0
4 0
7 0
12 0
13 0
locus NW_006803983.1:5003063
6 0
12 0
8 0
10 0
13 0
19 0
8 0
9 0
13 0
5 0
6 0
15 0
4 0
locus NW_006803983.1:5031147
4 0
16 0
13 1
8 0
10 0
19 0
7 0
9 0
10 0
5 0
6 0
9 0
10 0
locus NW_006803984.1:763643
15 0
12 0
14 0
9 0
4 0
23 0
4 0
11 0
7 0
4 0
5 0
13 0
5 0
locus NW_006803984.1:828594
1 4
23 0
8 8
0 6
0 8
0 34
0 9
0 15
5 0
0 4
0 5
23 0
0 13
locus NW_006803984.1:940562
4 0
21 0
10 0
5 0
4 2
15 0
8 0
17 0
13 0
4 0
4 0
11 0
13 0
locus NW_006803984.1:1028840
19 0
22 0
10 0
6 0
17 0
27 0
6 0
8 0
14 0
5 0
6 0
6 0
10 0
locus NW_006803984.1:1383642
5 0
26 0
17 0
5 0
9 0
11 0
8 0
6 0
17 0
8 0
4 0
9 0
6 0
locus NW_006803984.1:1464510
14 0
12 0
13 0
9 0
11 0
23 0
4 0
14 0
12 0
5 0
4 0
8 0
8 0
locus NW_006803984.1:1507269
5 0
9 0
18 0
4 0
7 0
15 0
13 0
7 0
9 0
5 0
4 0
5 0
5 0
locus NW_006803984.1:2668995
15 0
14 0
15 1
7 0
8 0
27 0
9 0
10 0
8 0
3 1
7 0
11 0
14 1
locus NW_006803984.1:4830127
17 0
16 0
24 0
5 0
7 0
17 0
13 0
13 0
11 0
0 6
4 0
12 0
0 13
locus NW_006803984.1:5839191
12 0
12 0
11 0
4 0
11 0
21 0
10 0
13 0
9 0
4 0
4 0
8 0
7 0
locus NW_006803985.1:1143085
19 0
22 0
8 0
7 0
8 0
24 0
6 0
18 0
15 0
5 0
10 0
23 0
28 0
locus NW_006803985.1:1649186
0 10
7 0
0 14
0 6
0 7
1 13
0 9
0 12
7 0
0 4
0 6
5 0
0 14
locus NW_006803986.1:1438999
19 0
14 0
16 0
9 0
10 0
28 0
6 0
12 0
7 0
10 0
5 0
6 0
4 0
locus NW_006803986.1:2847824
6 0
12 0
12 0
6 0
5 0
24 0
11 0
16 0
11 0
7 0
4 0
12 0
16 0
locus NW_006803986.1:3131069
7 5
18 0
18 0
4 0
4 3
22 0
7 0
7 0
13 0
0 4
4 0
13 0
10 0
locus NW_006803986.1:4828668
6 0
20 0
22 0
6 0
7 0
24 0
10 1
12 0
14 0
4 0
5 0
10 0
15 0
locus NW_006803986.1:4981189
4 0
13 0
10 0
5 0
14 0
19 0
6 0
15 0
9 0
3 1
5 0
7 0
10 0
locus NW_006803987.1:95094
15 0
7 0
15 0
5 0
10 0
14 0
6 0
15 0
18 0
4 0
5 0
6 0
4 1
locus NW_006803987.1:1217544
8 0
15 0
15 0
11 0
6 0
26 0
12 0
16 0
12 0
5 0
4 0
10 0
10 0
locus NW_006803987.1:2210134
7 0
19 0
6 0
7 0
8 0
15 0
4 0
16 0
7 0
4 0
4 0
8 0
10 0
locus NW_006803987.1:2467730
5 2
9 0
22 0
7 0
6 0
32 0
8 0
15 0
14 0
6 0
5 0
12 0
10 0
locus NW_006803987.1:3348061
1 12
13 0
0 11
0 15
10 5
12 11
0 7
0 15
10 0
7 0
0 4
21 0
0 10
locus NW_006803987.1:3673074
6 0
11 0
7 0
4 0
9 0
7 0
7 0
10 0
10 0
4 0
5 0
6 0
13 0
locus NW_006803987.1:5351686
12 0
17 0
8 0
7 0
8 0
9 7
5 0
0 12
13 0
0 5
5 0
13 0
0 10
locus NW_006803989.1:1703865
5 0
16 0
9 0
8 0
7 0
15 0
5 0
13 0
13 0
5 0
5 0
6 0
9 0
locus NW_006803989.1:1792760
7 0
14 0
25 0
9 0
6 0
20 0
11 0
14 0
12 0
5 0
4 0
16 0
17 0
locus NW_006803990.1:1215025
16 0
0 12
21 0
7 0
9 0
17 0
6 0
5 5
0 18
7 0
6 0
0 16
8 1
locus NW_006803991.1:2936634
13 0
8 0
10 0
9 0
7 0
17 0
7 0
15 0
11 0
9 0
3 1
18 0
7 0
locus NW_006803991.1:3635239
8 0
20 0
14 0
7 0
6 0
22 0
4 0
13 0
7 8
9 1
4 0
12 0
