locus NW_006803924.1:5663849
locus NW_006804017.1:4835170
6 0
20 0
13 0
7 0
12 0
14 0
9 0
10 0
11 0
11 0
7 0
22 0
12 0
locus NW_006804019.1:4358114
9 0
14 0
6 0
5 0
13 0
22 0
7 0
10 0
14 0
8 0
6 0
8 0
11 0
locus NW_006804020.1:232747
20 0
21 0
56 0
16 0
16 0
42 0
18 0
23 0
24 0
12 1
9 0
19 0
8 10
locus NW_006804020.1:535135
12 0
15 0
16 0
7 0
10 0
18 0
7 0
15 0
8 0
5 0
6 0
8 0
13 0
locus NW_006804020.1:908305
8 0
7 0
11 0
6 0
10 0
19 0
7 0
6 0
17 0
5 0
4 0
8 0
3 1
locus NW_006804021.1:425662
18 0
20 0
16 0
6 0
8 0
19 0
7 0
8 0
11 0
4 0
5 0
14 0
7 0
locus NW_006804022.1:727231
21 0
5 0
13 0
10 0
11 0
17 0
10 0
9 0
12 0
7 0
5 0
10 0
11 0
locus NW_006804022.1:3064995
8 0
8 0
11 0
9 0
10 0
15 0
4 0
16 0
12 0
5 0
6 0
7 0
8 0
locus NW_006804022.1:3634855
18 0
13 0
21 0
5 0
9 0
29 0
9 0
23 0
7 0
5 1
7 0
11 0
9 0
locus NW_006804023.1:771155
9 0
21 0
15 0
9 0
12 0
27 0
10 0
11 0
9 0
5 0
4 0
12 0
11 0
locus NW_006804023.1:4245596
4 0
9 0
13 0
6 0
6 0
12 0
6 0
4 0
7 0
4 0
4 0
8 0
15 0
locus NW_006804025.1:2351180
11 0
21 0
22 0
8 0
13 0
27 0
22 0
10 1
9 0
5 0
4 0
14 0
6 0
locus NW_006804025.1:3843815
18 0
17 0
18 0
8 0
8 0
20 0
8 0
10 0
5 0
6 0
4 0
4 0
7 0
locus NW_006804026.1:4093606
11 0
18 0
10 0
11 0
8 0
31 0
5 0
13 0
11 0
6 0
9 0
6 0
13 0
locus NW_006804027.1:1015278
9 0
21 0
14 0
15 0
10 0
37 0
8 0
10 0
11 0
8 0
6 0
7 0
13 1
locus NW_006804028.1:715156
8 0
13 0
12 0
5 0
11 0
20 0
9 0
6 0
8 1
4 0
6 0
8 0
16 0
locus NW_006804029.1:1231743
5 0
22 0
11 0
7 0
5 0
20 0
4 0
9 0
8 0
3 1
4 0
6 0
14 0
locus NW_006804029.1:1825776
6 0
5 0
11 0
4 0
12 0
18 0
8 0
11 0
11 0
4 0
5 0
7 0
6 0
locus NW_006804031.1:3095257
10 0
16 0
12 0
13 0
5 0
30 0
10 0
9 0
9 0
7 0
5 0
13 0
14 0
locus NW_006804032.1:4834422
5 8
16 0
16 0
0 4
0 10
0 22
0 7
0 13
11 0
0 4
0 4
12 0
2 15
locus NW_006804033.1:569129
8 0
18 0
24 0
22 0
15 0
13 0
14 0
14 0
14 0
5 0
5 0
10 0
7 0
locus NW_006804033.1:622368
7 0
13 0
21 0
4 0
14 0
28 0
10 0
14 0
18 0
6 0
5 0
19 0
11 0
locus NW_006804033.1:999095
11 0
13 0
17 0
4 0
8 0
10 15
7 0
22 0
12 0
5 0
4 0
17 0
11 0
locus NW_006804033.1:4379002
13 0
11 0
23 0
7 0
10 0
21 0
8 0
11 0
8 0
2 3
5 0
7 0
0 6
locus NW_006804034.1:4188278
18 0
9 0
26 0
14 0
9 0
23 0
10 0
13 0
11 0
4 0
5 0
11 0
12 0
locus NW_006804035.1:1713433
9 0
21 0
13 0
6 0
16 0
20 0
5 0
12 0
11 0
6 0
4 0
12 0
12 0
locus NW_006804035.1:4288245
11 0
22 0
11 0
6 0
10 0
25 0
11 0
13 0
11 0
8 0
4 0
9 0
9 1
locus NW_006804036.1:1972751
9 0
12 0
22 0
5 0
7 0
23 0
8 0
9 0
11 0
5 1
8 0
13 0
5 0
locus NW_006804036.1:2350974
8 0
20 0
13 0
7 0
18 0
27 0
10 0
15 0
10 0
4 0
7 0
11 0
8 0
locus NW_006804036.1:2486030
8 0
11 0
22 0
4 0
7 0
16 0
11 0
10 0
19 0
4 0
9 0
8 0
8 0
locus NW_006804041.1:2724318
9 0
14 0
17 0
4 0
8 0
22 0
8 0
14 0
15 0
4 1
7 0
12 0
9 0
locus NW_006804041.1:4209886
18 0
13 0
18 0
5 0
6 0
15 0
10 0
8 0
14 0
5 0
4 0
12 0
7 0
locus NW_006804043.1:2538042
9 0
10 0
14 0
5 0
22 0
16 0
6 0
10 0
10 0
5 0
5 0
8 0
12 0
locus NW_006804045.1:607534
6 6
25 0
9 12
5 0
8 0
13 0
5 3
12 0
22 0
7 0
6 0
10 0
12 0
locus NW_006804046.1:2432393
4 0
15 0
17 0
6 0
11 0
12 0
9 0
17 0
12 0
4 0
6 0
12 0
13 0
locus NW_006804047.1:1826150
10 0
20 0
19 0
12 0
9 0
14 0
7 0
11 0
6 0
4 0
5 0
14 0
11 0
locus NW_006804047.1:3212960
6 8
8 0
11 3
0 4
0 12
7 18
13 0
0 8
19 0
0 4
0 7
9 0
0 7
locus NW_006804048.1:1027505
7 0
24 0
15 0
9 0
9 0
23 0
5 0
10 0
9 0
4 0
4 0
10 0
11 0
locus NW_006804049.1:4495037
3 31
7 58
0 91
0 16
1 25
5 78
0 51
2 58
9 101
1 22
1 25
6 67
1 77
locus NW_006804051.1:3808918
1 114
13 179
1 167
4 30
1 68
4 51
2 22
6 30
6 30
1 14
1 12
5 31
3 20
locus NW_006804052.1:2893560
6 0
9 0
18 0
4 0
2 4
18 0
10 0
13 0
0 11
0 8
5 0
4 0
0 7
locus NW_006804052.1:4156203
4 5
11 1
6 0
6 1
9 5
12 13
0 5
6 4
18 0
4 0
0 4
18 0
8 0
locus NW_006804053.1:1228940
8 0
19 0
15 0
7 0
5 0
15 0
8 0
16 0
12 0
6 0
5 0
5 0
8 0
locus NW_006804053.1:2807538
10 0
22 0
18 0
7 0
9 0
26 0
7 0
17 0
14 0
5 0
8 0
8 0
9 0
locus NW_006804054.1:167992
12 2
25 0
25 0
4 0
4 0
27 1
9 0
12 0
11 0
4 0
4 0
15 0
15 0
locus NW_006804055.1:249466
16 2
29 2
21 6
11 7
11 4
38 10
10 7
31 3
15 13
12 4
10 0
26 5
18 11
locus NW_006804057.1:3268431
6 9
13 0
5 13
10 0
11 0
13 15
4 3
8 0
0 9
4 0
4 0
0 10
13 0
locus NW_006804058.1:4133614
20 0
27 0
39 0
11 0
24 0
33 0
9 0
27 0
17 0
4 0
4 0
15 0
10 0
locus NW_006804059.1:605628
14 0
15 0
15 0
10 0
13 0
18 0
10 0
11 0
17 0
5 0
5 0
8 0
6 0
locus NW_006804060.1:1743854
0 8
20 0
0 16
0 7
0 10
0 16
5 2
0 8
3 9
0 9
0 7
10 0
0 6
locus NW_006804061.1:865537
8 0
6 0
8 0
7 0
5 0
14 0
10 0
10 0
18 0
4 0
6 0
4 0
24 0
locus NW_006804061.1:1713345
7 0
19 0
7 0
5 0
9 0
17 0
12 0
9 0
6 0
4 0
4 0
5 0
7 0
locus NW_006804063.1:3998063
6 0
27 0
7 0
7 0
9 0
11 0
5 0
13 0
16 0
4 0
3 1
7 0
13 0
locus NW_006804064.1:2688777
0 17
18 0
0 11
0 5
16 0
0 17
0 9
0 7
14 0
3 1
0 4
12 0
0 5
locus NW_006804065.1:202626
8 0
14 1
15 0
13 0
9 0
26 0
11 0
11 0
4 0
7 0
6 0
6 0
11 0
locus NW_006804066.1:3674173
19 0
38 0
39 0
16 0
15 0
46 0
11 0
45 0
26 0
15 0
7 0
30 0
24 0
locus NW_006804068.1:875677
33 0
9 0
19 0
18 0
22 0
35 0
15 0
11 0
7 0
4 0
11 0
11 0
13 0
locus NW_006804068.1:1632222
13 0
8 0
10 0
8 0
17 0
21 0
10 0
13 1
13 0
7 0
4 0
4 0
5 0
locus NW_006804069.1:2564825
13 1
20 0
21 0
8 0
22 0
17 0
6 0
16 0
16 0
7 0
5 0
13 0
8 0
locus NW_006804075.1:526454
0 12
17 0
1 17
0 9
0 5
0 27
0 14
0 19
14 0
8 0
1 4
7 0
2 7
locus NW_006804075.1:2209258
4 0
10 0
12 0
4 0
5 0
17 0
6 0
7 0
13 0
5 0
8 0
5 0
10 0
locus NW_006804077.1:1387336
4 0
21 0
14 0
4 0
4 0
18 0
4 0
15 0
12 6
5 0
4 0
8 0
5 0
locus NW_006804078.1:2721525
8 0
15 0
10 0
5 0
6 0
30 0
13 0
10 0
10 0
8 0
9 0
15 0
10 0
locus NW_006804079.1:2282666
5 0
13 0
15 0
7 0
15 0
20 0
7 0
24 0
6 0
0 7
4 0
5 0
2 13
locus NW_006804081.1:2600472
10 0
44 0
21 0
8 0
11 0
15 0
6 0
10 0
8 0
6 0
5 0
12 0
6 0
locus NW_006804081.1:3559983
14 0
11 1
22 1
5 0
11 0
16 1
7 0
16 0
10 0
5 0
4 0
17 0
15 0
locus NW_006804084.1:3244761
0 4
6 0
0 25
0 7
9 4
9 7
10 3
0 11
5 0
3 1
0 5
15 0
0 4
locus NW_006804084.1:3388322
6 0
18 0
15 0
6 0
12 1
24 0
15 0
20 0
9 0
4 0
5 0
12 0
8 0
locus NW_006804084.1:3972750
18 0
14 0
14 1
6 0
11 0
28 0
5 0
11 0
9 0
4 0
4 0
9 0
12 0
locus NW_006804085.1:1170003
2 33
5 80
4 54
8 40
2 48
9 137
8 94
18 118
1 105
4 37
1 26
7 94
21 84
locus NW_006804087.1:1043606
54 0
43 0
79 0
16 0
40 0
95 0
52 0
71 0
41 0
21 0
26 0
23 0
133 0
locus NW_006804088.1:1218233
5 0
9 0
12 0
5 0
8 1
15 0
6 0
12 0
12 0
4 0
4 0
7 0
7 0
locus NW_006804089.1:1282207
15 0
10 0
15 0
6 0
10 0
15 0
8 0
11 0
14 0
5 0
6 0
6 0
22 0
locus NW_006804091.1:1837641
12 0
15 0
24 0
9 0
15 0
30 0
8 0
13 0
13 0
6 0
7 0
10 0
13 0
locus NW_006804093.1:534510
9 0
12 0
15 0
12 0
19 0
41 0
10 0
22 0
8 0
8 0
7 0
11 0
14 0
locus NW_006804093.1:2456567
9 0
11 0
22 0
13 0
12 0
28 0
14 0
11 0
14 0
4 0
6 0
11 0
10 0
locus NW_006804094.1:3117240
5 0
12 0
13 0
10 0
9 0
31 0
10 0
17 0
11 0
6 0
4 0
7 0
7 0
locus NW_006804095.1:2840063
10 0
12 0
19 0
7 0
13 0
20 0
12 0
16 0
5 0
9 0
5 0
8 0
15 0
locus NW_006804095.1:3326519
5 0
17 0
14 0
6 0
5 0
20 0
13 0
14 0
21 0
3 1
6 0
12 0
7 0
locus NW_006804096.1:1332328
8 0
21 0
14 0
10 0
11 0
15 0
12 0
13 0
12 0
5 0
7 0
13 0
5 0
locus NW_006804097.1:1109033
9 0
25 0
21 0
7 0
10 0
28 0
8 0
8 0
20 0
4 0
4 0
8 0
8 0
locus NW_006804097.1:3115900
9 0
21 0
17 0
4 0
15 0
22 0
8 0
19 0
9 0
10 0
7 0
12 0
8 0
locus NW_006804098.1:3694724
4 0
17 0
19 0
4 0
7 0
12 0
5 0
17 0
7 0
4 0
6 0
7 0
6 0
locus NW_006804099.1:3356704
4 0
19 0
17 0
5 0
10 0
16 0
8 0
6 0
11 0
4 0
4 0
9 0
16 0
locus NW_006804100.1:243483
9 0
4 0
13 0
4 0
13 0
19 0
5 0
16 0
16 0
5 0
4 0
9 0
9 0
locus NW_006804100.1:1312740
0 9
11 0
0 26
0 10
0 6
0 21
7 11
0 9
13 0
5 0
0 4
5 1
12 0
locus NW_006804100.1:1471879
9 0
16 0
6 0
7 0
7 0
13 0
5 0
14 0
13 0
4 0
5 0
10 1
8 0
locus NW_006804102.1:2589702
0 22
23 0
0 14
0 7
6 3
0 23
0 7
0 9
10 0
0 5
0 13
13 0
14 0
locus NW_006804105.1:3422454
18 0
15 0
20 0
7 0
8 0
25 0
11 1
22 0
17 0
6 0
5 0
19 0
8 0
locus NW_006804105.1:3588769
15 0
10 0
23 0
9 0
15 0
25 0
4 0
15 0
12 0
4 0
5 0
6 0
4 0
locus NW_006804107.1:1502755
11 0
19 3
16 0
9 0
8 0
20 0
7 0
14 0
12 0
4 0
6 0
16 0
11 0
locus NW_006804108.1:2969316
22 0
18 0
17 0
11 0
5 0
22 0
13 0
11 0
7 0
4 0
6 0
7 0
9 0
locus NW_006804109.1:1157122
0 12
18 0
0 5
0 6
0 11
0 27
0 4
0 4
8 0
1 4
0 4
9 0
0 8
locus NW_006804110.1:2157266
10 0
15 0
9 0
5 0
9 0
18 0
14 0
9 0
6 0
5 0
5 0
6 0
13 0
locus NW_006804111.1:251360
6 0
9 0
18 0
6 0
10 0
28 0
9 0
15 0
11 0
8 0
6 0
17 0
15 0
locus NW_006804111.1:1106901
1 8
9 0
0 10
0 12
0 15
0 20
0 13
0 16
13 0
0 5
0 8
14 0
0 9
locus NW_006804111.1:3425208
17 0
21 1
10 1
9 0
14 0
18 0
9 0
12 0
9 0
6 0
4 0
18 0
5 0
locus NW_006804112.1:2901351
12 0
17 0
12 0
8 0
10 0
15 0
9 0
14 0
19 0
4 0
7 0
10 0
11 0
locus NW_006804113.1:1009328
12 0
10 0
10 0
8 0
12 0
15 0
5 0
12 0
4 0
6 0
4 0
9 0
6 0
locus NW_006804113.1:2193991
9 0
16 1
6 0
6 0
12 0
22 0
5 0
13 0
19 0
5 0
5 0
5 0
9 0
locus NW_006804116.1:3432603
9 7
5 5
6 17
3 6
6 4
5 9
3 4
3 11
3 10
3 3
0 7
3 14
2 9
locus NW_006804117.1:1517276
9 1
8 0
18 0
4 0
7 0
16 0
7 0
6 0
10 0
6 0
7 0
11 0
7 0
locus NW_006804117.1:1903494
7 0
9 0
13 0
6 0
9 0
27 0
8 0
13 9
11 0
5 0
6 0
11 0
7 0
locus NW_006804118.1:1615633
15 0
9 0
25 0
6 0
10 0
16 0
10 0
16 0
15 0
7 0
5 0
21 0
12 0
locus NW_006804118.1:2241883
18 0
20 0
15 0
6 0
11 0
14 0
9 0
13 0
10 0
6 0
5 0
6 0
6 0
locus NW_006804119.1:1010228
6 0
18 0
6 0
5 0
17 0
13 0
8 0
9 0
13 0
7 0
6 0
15 0
5 0
locus NW_006804119.1:1981653
12 0
17 0
15 1
10 0
5 0
29 0
4 0
11 0
11 0
4 0
4 0
17 0
9 0
locus NW_006804122.1:2328417
6 0
5 0
6 0
12 0
10 0
13 0
12 0
16 0
9 0
6 0
4 0
8 0
17 0
locus NW_006804122.1:3445965
14 0
11 0
11 0
6 0
10 0
21 0
18 0
24 0
18 0
4 0
4 0
5 0
8 0
locus NW_006804122.1:3742172
10 16
19 14
11 15
3 3
3 4
17 18
9 6
5 7
10 10
3 4
3 3
10 14
7 10
locus NW_006804123.1:953856
11 0
7 0
21 0
7 0
7 0
15 0
4 0
8 0
11 0
4 0
11 0
8 0
12 0
locus NW_006804123.1:1443477
4 0
9 0
16 0
9 0
4 0
22 0
7 0
10 0
7 0
5 0
4 0
9 0
8 0
locus NW_006804124.1:2580463
0 11
12 0
0 17
0 6
0 6
0 23
5 4
0 13
0 7
1 4
0 4
13 0
0 11
locus NW_006804124.1:3127716
11 0
8 0
17 0
7 0
0 5
12 13
4 0
0 24
9 0
0 6
4 0
6 0
0 10
locus NW_006804125.1:2799336
5 0
19 0
21 0
7 0
4 0
19 0
6 0
10 0
11 0
10 0
4 0
11 0
7 0
locus NW_006804129.1:2213865
0 8
33 0
6 17
0 6
0 13
0 19
0 6
0 12
11 0
5 0
1 5
4 0
11 0
locus NW_006804130.1:5756
8 1
7 11
13 5
3 2
9 0
17 1
5 4
9 5
6 5
5 0
4 0
3 4
15 0
locus NW_006804130.1:2253861
44 1
22 0
50 0
11 0
36 0
61 0
25 0
36 0
30 0
12 1
13 0
15 0
24 0
locus NW_006804132.1:925261
17 0
11 0
18 0
5 0
8 0
22 0
10 0
8 0
11 0
5 0
13 0
6 0
14 0
locus NW_006804132.1:2383404
10 3
13 0
4 0
4 0
13 0
20 0
9 0
9 0
11 0
8 0
5 0
13 0
8 0
locus NW_006804133.1:1473056
10 0
10 0
12 0
10 0
14 0
16 0
12 0
7 0
4 0
4 1
7 0
5 0
10 0
locus NW_006804133.1:3042282
12 0
12 0
19 0
12 0
9 0
40 0
10 0
21 0
17 0
4 0
5 0
19 0
8 0
locus NW_006804135.1:336645
13 0
7 0
15 0
4 0
10 0
17 0
20 0
15 0
7 0
5 0
5 0
5 0
10 0
locus NW_006804135.1:3177349
6 0
22 2
8 0
11 0
12 0
18 0
9 0
14 0
11 0
5 0
6 0
14 0
4 0
locus NW_006804137.1:336775
14 1
14 0
14 0
18 0
6 0
34 0
11 0
14 0
10 0
5 0
8 0
5 0
23 0
locus NW_006804138.1:9513
9 0
17 0
14 0
7 0
13 0
14 0
7 0
17 0
6 0
5 0
5 0
20 0
15 0
locus NW_006804138.1:1560191
11 0
21 0
18 0
8 0
9 0
22 0
14 0
21 0
7 0
6 0
6 0
16 0
8 0
locus NW_006804139.1:1055043
5 10
10 0
16 0
7 0
8 0
13 0
5 0
10 4
0 8
0 4
2 4
13 0
0 9
locus NW_006804141.1:531196
15 0
17 1
10 0
5 0
9 0
17 0
8 0
18 0
4 0
5 0
5 0
9 0
15 1
locus NW_006804141.1:1368308
11 0
11 0
15 0
12 0
11 0
20 0
12 0
13 0
13 0
4 0
7 0
7 0
10 0
locus NW_006804141.1:2614683
10 0
19 0
16 0
7 0
13 0
18 0
16 0
9 0
14 0
5 0
5 0
16 0
13 0
locus NW_006804142.1:872366
14 0
17 0
19 0
13 0
7 0
27 0
8 0
8 0
24 0
4 0
4 0
10 0
8 0
locus NW_006804142.1:998342
3 1
15 0
9 0
4 0
4 0
10 0
4 0
10 0
8 0
4 0
4 0
7 0
11 0
locus NW_006804144.1:88134
41 9
45 16
35 21
14 8
15 7
28 29
19 14
34 26
37 25
14 9
6 11
25 18
21 24
locus NW_006804144.1:1281324
11 0
15 0
20 1
4 0
13 0
11 0
13 0
13 0
10 0
5 0
4 0
4 0
8 0
locus NW_006804144.1:1704223
11 0
13 0
24 0
6 0
9 0
12 0
6 0
10 0
6 0
5 0
5 0
12 0
13 0
locus NW_006804144.1:2405244
7 0
12 0
21 0
7 0
7 0
13 0
8 0
23 0
7 0
5 0
5 0
6 0
16 0
locus NW_006804146.1:2583736
6 0
16 0
29 0
4 0
15 0
18 0
6 0
7 0
12 0
5 0
9 0
10 0
13 0
locus NW_006804147.1:721871
8 0
20 0
20 0
6 0
15 0
18 0
6 0
17 0
14 0
5 0
5 0
7 0
17 1
locus NW_006804147.1:2102618
16 0
17 0
27 0
7 0
12 0
13 0
7 0
11 0
9 0
5 1
5 0
4 0
17 0
locus NW_006804147.1:2166443
18 0
8 0
7 0
4 0
7 0
16 0
12 0
11 0
7 0
7 0
4 0
15 0
9 0
locus NW_006804148.1:1357388
8 0
0 28
9 4
4 0
7 0
5 11
6 0
12 0
0 13
4 0
4 0
0 12
5 0
locus NW_006804148.1:2208495
6 0
13 1
12 0
10 0
9 0
25 0
7 0
6 0
10 0
7 0
4 0
5 0
9 0
locus NW_006804149.1:1153398
11 0
14 0
28 0
6 0
9 0
18 0
9 0
15 0
11 0
4 0
7 2
15 0
16 0
locus NW_006804149.1:2278966
14 0
14 0
13 0
8 0
5 9
33 0
9 0
14 3
12 0
4 2
4 0
9 0
0 8
locus NW_006804150.1:2252371
16 0
24 0
11 0
7 0
7 0
9 0
10 0
13 0
9 0
7 0
0 5
8 0
11 0
locus NW_006804154.1:1687270
5 0
17 0
15 0
10 0
4 0
15 0
4 0
20 0
0 7
6 0
5 0
6 0
14 0
locus NW_006804155.1:69542
16 0
17 0
19 0
8 0
6 0
25 1
16 0
11 0
8 0
7 0
6 0
12 0
23 0
locus NW_006804156.1:2656890
14 0
21 0
14 0
6 0
8 0
15 0
4 0
4 0
13 0
4 2
6 0
8 0
14 0
locus NW_006804157.1:3558268
52 0
39 0
55 0
33 0
24 0
75 0
41 0
67 0
32 1
4 0
18 0
18 0
37 0
locus NW_006804158.1:408788
11 0
12 0
15 0
8 0
11 0
11 0
5 0
9 0
20 0
6 0
5 0
8 0
13 0
locus NW_006804158.1:2352287
13 0
12 0
12 0
11 0
4 0
36 0
13 0
8 0
9 0
4 0
3 1
7 0
8 0
locus NW_006804159.1:2966308
18 0
16 0
16 0
7 0
12 0
24 0
8 0
14 0
11 0
4 0
4 2
6 0
7 2
locus NW_006804160.1:8254
16 48
59 64
42 58
10 22
17 27
24 66
18 38
25 44
50 65
12 7
12 23
25 49
47 34
locus NW_006804160.1:9648
57 0
91 0
76 0
49 3
55 4
193 0
36 6
103 0
117 0
23 0
11 0
66 0
73 0
locus NW_006804160.1:1024987
40 7
48 2
108 12
24 2
64 3
60 7
69 4
133 16
45 12
25 3
28 6
26 3
39 8
locus NW_006804161.1:2212546
6 0
11 0
17 0
7 0
13 0
26 0
8 0
6 0
12 0
2 2
6 0
7 0
6 0
locus NW_006804164.1:1239177
12 0
11 7
1 9
4 0
5 3
21 0
4 4
1 4
17 0
4 0
0 7
0 9
9 0
locus NW_006804166.1:1945435
13 0
17 0
8 0
6 0
7 0
17 0
4 0
10 0
16 0
1 3
6 0
11 0
13 0
locus NW_006804168.1:128681
8 0
12 0
18 2
11 0
8 0
20 0
7 0
21 0
4 0
6 0
4 0
13 0
12 0
locus NW_006804168.1:1143822
12 0
17 0
17 0
5 0
5 0
17 0
5 0
13 0
10 0
5 0
6 0
10 0
9 0
locus NW_006804170.1:1095607
4 0
25 0
15 0
6 0
7 0
15 0
12 0
18 0
9 0
9 0
8 0
11 0
8 0
locus NW_006804172.1:2559340
2 6
9 1
7 14
0 6
0 7
4 17
12 5
7 5
7 0
7 0
6 0
5 0
8 0
locus NW_006804173.1:1581937
11 0
7 1
27 0
5 0
10 0
18 0
6 0
9 0
4 1
4 0
4 0
10 1
11 1
locus NW_006804174.1:1448406
6 1
17 0
11 0
8 0
9 0
16 0
9 0
10 0
6 0
4 0
6 0
7 0
6 0
locus NW_006804176.1:87986
5 6
20 0
13 0
4 10
8 0
9 0
7 1
5 6
4 0
4 0
6 0
10 0
11 0
locus NW_006804176.1:1026308
18 0
20 0
31 0
7 0
9 0
27 0
6 0
12 0
11 0
6 1
4 0
8 0
9 0
locus NW_006804177.1:1372606
17 0
12 0
13 1
5 0
4 0
19 0
7 2
10 0
12 0
4 0
4 1
12 0
10 0
locus NW_006804178.1:1385979
12 0
27 0
9 0
4 0
6 0
14 0
11 0
5 0
4 0
3 1
5 1
8 0
11 0
locus NW_006804179.1:1256864
9 0
9 0
12 0
7 0
5 0
18 0
12 0
13 0
14 0
6 0
8 0
7 0
9 0
locus NW_006804180.1:148502
23 0
20 0
23 0
10 0
18 0
35 0
7 0
24 0
24 0
5 1
5 0
18 0
11 0
locus NW_006804181.1:2690651
15 0
12 0
14 0
12 0
7 0
19 0
5 1
8 0
15 0
8 0
6 1
12 0
8 1
locus NW_006804183.1:2534268
8 0
6 0
15 0
6 0
13 0
21 0
8 0
6 0
14 0
6 0
4 0
20 0
14 0
locus NW_006804185.1:1778020
10 0
18 0
15 1
10 0
11 0
16 0
7 0
21 0
12 0
5 0
5 0
8 0
4 0
locus NW_006804186.1:1944309
6 0
21 0
13 0
5 0
12 0
21 0
4 0
10 0
6 0
6 0
6 0
9 0
8 0
locus NW_006804193.1:1015447
13 0
15 0
11 0
13 0
7 0
10 0
6 0
8 0
13 0
5 0
6 0
11 0
12 0
locus NW_006804195.1:2680536
17 0
13 0
9 0
10 0
12 0
11 0
7 0
12 0
8 0
4 0
4 0
7 0
18 0
locus NW_006804195.1:2884466
11 0
0 12
26 0
4 0
8 0
25 0
7 0
12 0
25 0
10 0
4 0
17 0
13 0
locus NW_006804199.1:1736674
8 0
25 0
26 0
8 0
12 0
10 10
6 6
10 0
9 0
5 0
5 0
13 0
9 0
locus NW_006804200.1:1439477
9 0
17 0
13 0
8 0
14 0
27 0
4 1
14 0
10 0
4 0
5 0
17 0
14 0
locus NW_006804200.1:2282262
8 0
19 0
16 0
4 0
8 0
21 0
6 0
12 0
7 0
5 0
5 0
13 0
6 0
locus NW_006804203.1:1523992
15 0
18 0
17 0
13 0
10 0
34 0
6 0
11 0
15 0
11 0
6 0
13 0
18 0
locus NW_006804204.1:155294
5 0
17 0
12 0
6 0
11 0
26 0
10 0
17 0
11 0
7 0
5 0
14 0
13 0
locus NW_006804206.1:305545
10 0
17 0
29 0
4 0
12 0
17 0
11 0
18 0
13 0
4 0
6 0
9 0
15 0
locus NW_006804206.1:676098
16 0
15 0
21 0
6 0
7 0
34 0
9 0
24 0
13 0
5 0
4 0
8 0
7 0
locus NW_006804209.1:662049
5 0
18 0
18 0
8 0
9 0
21 0
6 0
14 0
11 0
10 0
7 0
8 0
11 0
locus NW_006804209.1:970960
13 1
14 0
12 0
7 0
7 0
26 0
14 0
13 0
15 0
4 0
5 0
8 0
4 0
locus NW_006804210.1:585448
0 9
17 10
5 28
0 6
6 6
10 17
1 4
0 7
8 6
3 3
0 5
7 11
11 18
locus NW_006804210.1:732925
10 0
13 0
19 0
7 0
9 0
14 0
11 0
16 0
13 0
5 0
9 0
6 0
9 0
locus NW_006804214.1:1838689
11 0
9 0
12 0
6 0
12 0
27 0
5 0
18 0
14 0
4 0
5 0
10 0
17 0
locus NW_006804214.1:1898938
12 2
17 1
19 1
11 0
11 0
37 0
4 0
21 0
20 0
6 0
4 0
19 0
22 0
locus NW_006804214.1:2700964
6 0
7 0
14 0
6 0
15 1
32 0
5 0
13 0
11 0
4 0
10 0
7 0
11 0
locus NW_006804215.1:3101547
9 0
19 0
12 0
9 0
11 0
21 0
4 0
21 0
10 0
4 0
6 0
6 0
14 0
locus NW_006804216.1:2485026
24 0
36 0
21 0
5 0
5 0
26 0
12 0
16 0
25 0
4 0
6 0
15 0
21 0
locus NW_006804217.1:1524816
12 0
23 0
18 0
6 0
13 0
25 0
12 0
13 0
15 0
6 0
10 0
8 0
6 0
locus NW_006804217.1:2622438
16 0
9 0
12 0
4 0
8 0
12 0
4 0
10 0
9 0
4 0
4 0
7 0
6 0
locus NW_006804219.1:537178
10 0
8 0
23 0
7 0
13 0
17 0
8 0
11 0
13 0
5 0
4 0
6 0
9 0
locus NW_006804221.1:865415
8 9
12 14
12 18
6 8
8 7
10 19
4 3
16 6
4 10
2 3
4 3
9 12
10 7
locus NW_006804221.1:1147767
13 0
13 0
11 0
8 0
8 0
16 0
4 0
20 0
14 0
4 0
4 0
4 0
9 0
locus NW_006804221.1:1341390
5 0
20 0
11 0
4 0
9 0
20 0
5 0
4 0
7 0
4 0
4 0
14 0
12 0
locus NW_006804221.1:1874813
14 0
16 0
7 0
9 0
7 0
13 0
5 0
15 0
5 0
5 0
5 0
18 0
9 0
locus NW_006804222.1:2229034
15 0
15 0
12 0
7 0
10 0
41 0
5 0
16 0
17 0
4 0
5 0
13 0
9 0
locus NW_006804222.1:2687544
12 1
23 0
21 0
6 1
7 0
13 0
9 0
10 0
7 0
4 0
7 1
9 0
14 0
locus NW_006804226.1:819832
9 0
12 0
24 0
7 0
11 0
18 0
10 0
16 0
6 0
4 0
5 0
10 0
7 0
locus NW_006804227.1:1682630
6 0
7 0
13 0
10 0
13 0
29 0
11 0
9 0
13 0
4 0
4 0
12 0
7 0
locus NW_006804227.1:2453104
5 6
11 0
8 0
10 0
8 0
13 0
10 0
10 0
13 0
4 0
6 0
9 0
9 0
locus NW_006804228.1:528491
15 0
12 0
12 12
14 0
7 0
16 0
5 0
7 0
15 0
7 0
4 0
12 0
6 0
locus NW_006804228.1:1274615
16 1
17 0
16 0
7 0
11 0
27 0
13 0
19 0
12 0
5 0
7 0
17 0
16 0
locus NW_006804228.1:2224461
11 0
23 1
14 0
8 0
13 0
21 0
7 0
7 0
5 0
9 0
9 0
10 0
9 0
locus NW_006804229.1:671482
12 0
25 0
38 0
5 0
